회사명,직무,링크,자격요건,우대사항
코코네엠(coconeM),데이터베이스 관리자(DBA),https://www.wanted.co.kr/wd/119719,"[이런 분과 함께 하고 싶습니다]
• 게임, 상용서비스의 데이터베이스 개발 및 운영 경력 3년 이상
• MySQL, MariaDB 등의 RDBMS 개발 및 운영 경험, MHA 구성 및 운영 경험
• Redis 운영 경력
• 성능 튜닝 및 트러블 슈팅 가능
• NoSQL에 대한 개념과 운영 경험을 갖고 계신 분
• 원활한 의사소통이 가능하며 성실한 분","[이런 분이라면 더 좋습니다!]
• MongoDB 구축 운영 경험이 있으신 분
• 데이터 ETL 및 DW 구축 경험이 있으신 분
• Redis Cluster, HAProxy, Sentinal 등 운영 경험이 있으신 분
• BigQuery을 사용하실 수 있는 분
• 쉘스크립트 작성이 가능하신 분
• 영어 사용이 가능하신 분 우대

[기술스택]
• CentOS, Ubuntu, Amazon Linux2
• MariaDB, MySQL, MongoDB, Redis, ELK
• AWS, GCP
• Zabbix, pmm, Munin, Mongo Cloud"
엘리스,데이터 인프라 엔지니어,https://www.wanted.co.kr/wd/137455,"• Linux CUI 에 대한 기본 소양을 갖추신 분
• Raw 데이터 입력 이후 전처리부터 BI/Analytics tool 과의 연동 경험
• Apache Hadoop, Kafka, Airflow, Hive, ELK 등의 데이터 분산 처리 툴을 사용해 보신 분 
• Python 기반의 데이터 처리 경험을 보유하신 분
• Numpy, Pandas, Jupyter 등
• AWS, GCP, Azure 등의 Cloud provider를 통한 인프라를 구축해 보신 분 
• RDBMS/NoSQL을 이용한 데이터 저장 및 처리 경험을 갖추신 분","• 5 년 이상 large scale, reliable data backend를 구축해 보신 분
• 리눅스 서버를 기반으로 on-premise 서버 구축을 진행해 본신 분
    - HDFS 등의 분산 저장 장치 셋업
    - SQL 기반의 RDBMS 셋업
    - Apache Kafka, Airflow, Hive 등의 데이터 플로우 셋업
    - Visualization/BI Tool 셋업
• Python을 기반으로 AI/ML 모델을 구축해 보신 분
    - Machine Learning 모델에 대한 버전 매니징을 경험해 보신 분
• Data Lake 및 Data Lakehouse를 구축해 보신 분
• RDBMS 및 NoSQL 에 대한 대용량 데이터 스케일링을 경험해 보신 분"
아이헤이트플라잉버그스,[100억↑투자]데이터 엔지니어,https://www.wanted.co.kr/wd/81512,"• 5년 이상의 경험이 있는 분
• SQL, Python으로 Kaggle 또는 데이터 업무 진행 경험이 있는 분
• 프로그래밍 언어에 익숙하신 분
• 머신러닝 컨셉에 대한 심도깊은 이해력을 가지신 분
• 실제 API 서비스를 배포하고 운영해 본 경험이 있는 분
• 데이터 분석 결과에서 얻은 인사이트로 액션을 주도적으로 제안할 수 있는 분
• 프로젝트를 주도적으로 해결해 본 분","• 통계 학과 전공 또는 이와 동등한 수준의 지식을 보유한 분
• MLOps를 구축해 본 경험이 있는 분
• scikit-learn, tensorflow, pytorch 등의 머신러닝/딥러닝 라이브러리를 사용해 본 분
• 데이터 지표 분석 툴/프로그램 사용 경험이 있는 분 (BigQuery, Tableau 등)
• Kaggle/Dacon 경진대회 참가 및 머신러닝 경험이 있는 분
• 다양한 사람들과 적극적으로 소통하며 문제를 해결하는 팀 플레이어 성향인 분
• 에듀테크 스타트업 경험이 있는 분
• PM, 디자이너, 개발자 등 다양한 직군과의 협업을 좋아하는 분
• 데이터 모델 개발이나 데이터를 다루는 열정이 있는 분
• 논리적으로 커뮤니케이션하고 토론에 적극적인 분
• 네이밍과 읽기 쉬운 코드에 대해서 고민을 많이 하는 분
• 새로운 기술을 배우는 것에 즐거움을 느끼는 분


[근무 환경]
• 3개월 근무 후 평가에 따라 정규직 전환 여부를 결정합니다.
• 주 5일, 오전 8~11시에 자율 출퇴근합니다.
• 서울 영등포구 여의대로 108, 파크원 타워1 38~39층에서 근무합니다.


[합류 과정]
• 서류전형 → 코딩테스트 → 1, 2차 인터뷰 → 처우협의 → 입사
• 일부 프로세스가 생략되거나 추가될 수 있습니다.


[제출 서류]
• 이력서(필수): 자유 형식이며 PDF 파일로 첨부합니다.
• 포트폴리오(선택): 본인이 직접 구현한 내용이 담긴 Github, 링크 또는 PDF를 첨부합니다."
티맵모빌리티,지도 데이터 (POI/주소) 담당자,https://www.wanted.co.kr/wd/144325,"• 데이터 운영 및 정책 기획 경력 3년 이상이신 분
• 문제 정의 및 해결 방안 제시, 가설 검증 능력을 보유하신 분
• 새로운 도메인에 도전하는 데에 적극적이신 분
• 개발, 디자인 등 유관 부서와 원활한 커뮤니케이션이 가능하신 분","• 공간데이터 분석/관리 경험을 보유하신 분
• 모빌리티 산업/서비스에 전문적 지식, 노하우를 보유하신 분
• 대용량 데이터 분석, 정책 관리 경험이 있으신 분
• 요구사항을 구체화하고 데이터 기반으로 이를 결정할 수 있는 분
• QGIS, ArcGIS와 같은 매핑 도구 사용 경험이 있으신 분
• SQL, R 또는 Python과 같은 데이터베이스 프로그래밍 언어에 능숙하신 분"
스캐터랩(Scatterlab),[이루다] 데이터 기획자,https://www.wanted.co.kr/wd/27678,"• 딥러닝 태스크 및 벤치마크에 대한 기본적인 이해 (예: Natural Language Inference, Response Selection 등)
• 딥러닝 모델 혹은 제품 데이터에 대한 탐색 혹은 구축 경험
• 데이터셋과 모델의 허점을 놓치지 않는 꼼꼼함
• 협업 과정에서 다양한 배경의 팀원과 적극적으로 소통하는 능력
• 레이블링 에이전시 등 외부 업체와의 협업 프로젝트를 관리할 수 있는 능력","• 자연어 처리나 챗봇/대화 관련 연구 혹은 프로젝트 경험
• 딥러닝 데이터 구축을 위한 가이드라인 작성 경험
• 딥러닝 모델에 대한 정량, 정성 평가 경험
• 딥러닝 모델링 혹은 데이터 엔지니어링 경험"
뮤즈라이브(Muzlive),데이터 분석가,https://www.wanted.co.kr/wd/137700,"• 학사 수준 이상의 통계 관련 지식 보유자
• 2년 이상의 관련 업무 경험자
• 데이터 분석의 목적과 그를 통해 만들어 낼 수 있는 가치에 대해 끊임없이 고민하시는 분
• 자유도가 높은 환경에서 주도적으로 데이터 파이프라인을 구축하고, 새로운 데이터를 발굴하며, 그에 대한 여러가지 분석을 시도하고 싶으신 분
• 각각의 데이터가 어떤 의미를 갖는지 이해하기 위해 스스로 공부하는 것을 즐기시는 분
• 원본 데이터부터 꼼꼼하게 들여다 보고, 확장성 있는 데이터 모형을 개발하시는 분
• SQL, Python 등을 사용한 데이터 처리에 능숙하신 분
• PM, 디자이너, 개발자 등 다양한 팀원들과의 원활한 커뮤니케이션이 가능하신 분","• 음악산업을 숫자로 이해하려는 의지가 강하신 분
•  통계, 경제학 전공자(학사 또는 석사)
•  API 또는 크롤링을 활용한 다양한 데이터 수집 방법론에 대해 익숙하신 분
•  Data Lake/Mart 구축 및 기초적인 데이터 엔지니어링에 대해 배우려는 의지가 강하신 분
•  AWS, GCP등 클라우드 인프라에 대한 이해와 사용 경험"
29CM(무신사),데이터 분석팀 리드,https://www.wanted.co.kr/wd/144533,"• 7년 이상의 데이터 분석 관련 업무 경험이 있거나 그에 준하는 역량을 보유하신 분
• 데이터를 기반으로 가설을 수립할 줄 알고, 빠르게 실험을 설계하고 수행하여 목표하는 지표를 개선시키고 문제를 해결해 본 경험이 있는 분
• 서비스 사용자 로그를 설계하고 그것을 바탕으로 서비스 분석을 진행해 본 경험이 있는 분
• 코호트 분석, A/B 테스트, 트래픽 퍼널 분석, 고객생애가치(LTV = Life Time Value) 분석, 리텐션 분석 등에 대해 방법론에 대한 이해와 실무 경험이 많은 분
• 직접 데이터를 추출하고 정제, 분석하는 실무를 해 본 경험이 많은 분
• 프로덕트 오너, 프로덕트 디자이너, 개발자, 마케팅, 세일즈 등 다양한 직군의 동료들과 함께 크로스펑셔널(cross-functional)한 이니셔티브 프로젝트에 참여하여 큰 비즈니스 성장이나 프로세스 개선을 달성해 본 경험이 있는 분","• 데이터 도구(Tableau, Amplitude, Google Analytics, Firebase 등)의 사용 경험
• 이커머스 기반 서비스에 대한 깊은 이해 및 관련 데이터 분석 경험
• GCP BigQuery 환경에서 데이터 인프라 및 파이프라인 구축 경험
• 빠르게 성장하는 비즈니스 환경에서 일해 본 경험"
모비두(소스라이브),빅데이터 엔지니어,https://www.wanted.co.kr/wd/113267,"• 빅데이터 개발 또는 분석 경력 3년 이상
• 데이터 처리 프로세스 수립 및 Data Architecture 수립 경험
• 실시간 및 배치 데이터 처리 경험","• AWS 클라우드 환경 내에서 개발 및 운영 경험
• ELK 스택 기반 데이터 수집 및 분석 파이프라인 구축 경험
• Kafka Streams, Flink, Spark 등 Stream processing 경험
• Redshift 등 데이터 웨어하우스 운영 경험
• Airflow, Kubeflow, MLflow 등 workflow 경험"
빌리오,데이터 분석가,https://www.wanted.co.kr/wd/144991,"• Python 또는 SQL 언어를 통해 데이터 핸들링 및 결과 리포팅이 가능하신 분
• Tensorflow, Pytorch 등 프레임워크를 사용한 모델링 경험이 있으신 분
• Raw Data를 수집/정제하고, 인사이트를 도출해 본 경험이 있는 분
• SQL 등을 통해 복잡한 데이터 셋에서 원하는 데이터를 추출 및 가공할 수 있으신 분
• 통계적인 지식에 기반한 가설검증 및 인사이트 도출이 가능하신 분","• BI Tool을 사용해 인사이트 도출해 본 경험이 있는 분
• 통계학, 컴퓨터 공학 등 관련 전공 졸업자
• 로그 수준의 데이터 가공부터 분석/모델링까지의 전체 데이터 분석 프로세스를 경험하신 분
• 자기주도적으로 일을 하시는 분
• 새로운 기술이나 업무에 대한 도전정신이 강하신 분
• 분석을 통해 도출된 의견을 논리적이고 체계적으로 제시할 수 있는 분
• 다양한 유관부서의 실무자 및 경영진과 커뮤니케이션 할 수 있는 분
• 어떤 일이라도 중요하게 여기며 책임감 있게 진행할 수 있으신 분"
데이콘,데이터 사이언티스트,https://www.wanted.co.kr/wd/50945,"데이터 사이언스팀 지원자분들께서는 먼저 데이콘 홈페이지에서 대회를 참여하시고 코드 공유를 하신 후 지원이 가능합니다.

• 학사 이상 학위 소지자 및 졸업예정자 (4학년 이상)
• ML,DL,통계 등에 대한 관련 지식 보유하신 분 - 깃허브 또는 기타 링크 제출
• Python, R 또는 PyTorch언어에 능숙하신 분
• 하나 이상의 컴피티션 (데이콘 캐글 등)경험이 있으신 분
• 남성의 경우 병역필 또는 면제자로 해외출장의 결격사유가 없으신 분","• 컴퓨터 공학, 수학, 물리, 통계, 산업 공학 등 석사 이상의 학위를 소지하신 분
• ML, DL, AI 분야 중 하나 이상의 컴피티션 (데이콘, 캐글 등)에서 상위권 경험 있으신분 - 최종랭킹 링크 제출
• 데이콘 컴피티션 알고리즘 제출 3회 이상
• 데이터 분석 이해도와 문제해결 능력이 있으신 분
• 데이터 사이언스를 둘러싼 다양한 문제 해결 및 운영 경험을 즐기시는 분"
모티브 인텔리전스 (MOTIV Intelligence),머신러닝 데이터 엔지니어,https://www.wanted.co.kr/wd/139715,"ㆍ주요 머신러닝 프레임워크에 대한 이해가 깊은 분
   (ex: TensorFlow, Pytorch)

ㆍSQL, Python 등 활용 가능하신분

ㆍ데이터 마이닝 작업이 가능하신분","ㆍ대용량 데이터 처리/ 실시간 데이터 처리 경험

ㆍML 관련 상용 프로덕트를 개발한 경험을 가진 분

ㆍ미적분, 선형대수, 확률에 관한 수학 지식을 보유하신 분

ㆍ관련 전공자 우대"
데이콘,데이터 사이언스 교육기획/강사,https://www.wanted.co.kr/wd/143787,"• 학사 이상 학위 소지자 및 졸업예정자 (4학년 이상)
• ML,DL,통계 등에 대한 관련 지식 보유하신 분 - 깃허브 또는 기타 링크 제출
• Python, R 또는 PyTorch언어에 능숙하신 분
• 하나 이상의 컴피티션 (데이콘 캐글 등)경험이 있으신 분
• 남성의 경우 병역필 또는 면제자로 해외출장의 결격사유가 없으신 분
• 머신러닝, 딥러닝 강의 경력이 있으신 분(6개월 이상)","• 컴퓨터 공학, 수학, 물리, 통계, 산업 공학 등 석사 이상의 학위를 소지하신 분
• ML, DL, AI 분야 중 하나 이상의 컴피티션 (데이콘, 캐글 등)에서 상위권 경험 있으신분 - 최종랭킹 링크 제출
• 데이콘 컴피티션 알고리즘 제출 3회 이상
• 데이터 분석 이해도와 문제해결 능력이 있으신 분
• 데이터 사이언스를 둘러싼 다양한 문제 해결 및 운영 경험을 즐기시는 분"
에스투더블유(S2W),데이터 엔지니어 (Data Engineer),https://www.wanted.co.kr/wd/111469,"▶ 이런 역량/경험을 갖고 계신 분을 찾고 있습니다.

• 3년 이상의 데이터 엔지니어링 경험 또는 그에 준하는 역량이 있으신 분
• 시스템, 네트워크, 데이터베이스 등 컴퓨터 공학 관련 지식을 보유하신 분
• Kubernetes, Hadoop 등 분산 시스템 (Distributed System)을 다룬 경험이 있거나 익숙하신 분
• 프로그래밍 언어(Python 및 Java)에 익숙하신 분
• 좋은 소프트웨어를 설계하기 위해 고민하고 실제 개선해본 경험이 있으신 분","▶ 이런 것까지 있으시다면 더욱 좋습니다!

• 요구사항 분석, 설계, 개발, 운영 등 소프트웨어 설계 경험이 있으신 분
• 데이터 파이프라인 구축 경험이 있으신 분
• 데이터 큐레이션/프로비넌스 경험이 있으신 분
• 오픈소스 등 새로운 기술을 접목하거나 리팩토링 등 시스템 개선 경험이 있으신 분
• Docker, Kubernetes, Hadoop, Spark, Redis, RabbitMQ, ELK stack,  NoSQL database, data provenance, , CI/CD, Kafka 중 두 가지 이상에 익숙하시거나 경험이 있으신 분"
오픈놀,데이터 엔지니어,https://www.wanted.co.kr/wd/97471,"• 학력/전공: 무관
• 커뮤니케이션을 간단 명료하게 하실 수 있는 분
• 데이터베이스 기초지식과 SQL 활용이 가능하신 분
• Public/Private Cloud 내 데이터 파이프라인 구축 경험 보유
• Extract Transform Load(ETL) 프로세스에 대한 이해와 운영 경험 보유
• 데이터웨어하우스 전반에 대한 지식 보유","• 관련분야 경력 2년 이상 보유자
• Airflow 등 데이터 workflow 설계 경험이 있는 분
• 데이터베이스 설계 능력
• Hadoop, Hive, Presto, Spark 등 빅데이터 플랫폼 관련 기술 사용 경험
• GA, Tableau, google data stduio 등 외부 분석/시각화 도구에 대한 지식이 있으신분
• Data Warehouse, DataLake 및 ETL 파이프라인 구축/개발/운영 경험 경험이 있으신 분
• Docker, K8S 관련 환경에서의 구축 경험이 있으신 분
• 스스로 고민하고 문제를 해결하는것을 지향 하시는분"
